,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.scopes.followers,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
323,Wed Jan 22 13:42:10 +0000 2020,1219978564138868736,1219978564138868736,"After a great @SciComp_STFC assessment centre yesterday, today I’m back at @Physics_uniBham to talk about my career and roles at @STFC_Matters - planting ideas early for next years cohort!

@unibirmingham",False,"[0, 204]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,6,False,False,en,[],[],"[{'screen_name': 'SciComp_STFC', 'name': 'SciComp_STFC', 'id': 788881374, 'id_str': '788881374', 'indices': [14, 27]}, {'screen_name': 'Physics_uniBham', 'name': 'Physics Birmingham', 'id': 807269532385603584, 'id_str': '807269532385603584', 'indices': [75, 91]}, {'screen_name': 'STFC_Matters', 'name': 'Science and Technology Facilities Council', 'id': 74697858, 'id_str': '74697858', 'indices': [129, 142]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [190, 204]}]",[],en,recent,996748983652507649,996748983652507649,Tom Dack,SciDack,"Oxford, England",25yo Computer Scientist in Oxfordshire | Here to share some of the more sciency aspects of my life! | #BrumAlum | All views are my own.,https://t.co/OIhmqoNZNW,"[{'url': 'https://t.co/OIhmqoNZNW', 'expanded_url': 'https://orcid.org/0000-0003-3805-4402', 'display_url': 'orcid.org/0000-0003-3805…', 'indices': [0, 23]}]",[],False,52,106,0,Wed May 16 13:47:31 +0000 2018,96,,,True,False,91,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/996752662753366016/NcUeLfNE_normal.jpg,https://pbs.twimg.com/profile_images/996752662753366016/NcUeLfNE_normal.jpg,https://pbs.twimg.com/profile_banners/996748983652507649/1526479352,5482AB,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53b67b1d1cc81a51,https://api.twitter.com/1.1/geo/id/53b67b1d1cc81a51.json,city,Birmingham,"Birmingham, England",GB,United Kingdom,[],Polygon,"[[[-2.033651, 52.381063], [-1.74763, 52.381063], [-1.74763, 52.60687], [-2.033651, 52.60687]]]",,,,,,,,,,,
326,Wed Jan 22 12:50:43 +0000 2020,1219965616767012865,1219965616767012865,@UoB_Transport @UoBcommunity @unibirmingham Good luck Edward!,False,"[44, 61]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2196696369685668e+18,1219669636968566786,1182852416.0,1182852416,UoB_Transport,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'UoB_Transport', 'name': 'UoB SmartMover', 'id': 1182852416, 'id_str': '1182852416', 'indices': [0, 14]}, {'screen_name': 'UoBcommunity', 'name': 'Community Buzz', 'id': 975684729856036864, 'id_str': '975684729856036864', 'indices': [15, 28]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [29, 43]}]",[],en,recent,277430748,277430748,Community Wardens,ilovesellyoak,"Selly Oak, Birmingham","Community Wardens are students at The Guild of Students' who make the community safer, cleaner and greener; community@guild.bham.ac.uk",https://t.co/j5p7mytMRq,"[{'url': 'https://t.co/j5p7mytMRq', 'expanded_url': 'http://www.guildofstudents.com', 'display_url': 'guildofstudents.com', 'indices': [0, 23]}]",[],False,1804,977,26,Tue Apr 05 10:49:07 +0000 2011,857,,,True,False,5211,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/790907333408911360/zQ-4TSmP_normal.jpg,https://pbs.twimg.com/profile_images/790907333408911360/zQ-4TSmP_normal.jpg,https://pbs.twimg.com/profile_banners/277430748/1574860860,1B95E0,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Wed Jan 22 12:17:26 +0000 2020,1219957240226033664,1219957240226033664,"@StMaryB17 @unibirmingham It was an absolute delight, please come again!",False,"[26, 72]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2199544998901391e+18,1219954499890139136,2767050436.0,2767050436,StMaryB17,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'StMaryB17', 'name': ""St Mary's School"", 'id': 2767050436, 'id_str': '2767050436', 'indices': [0, 10]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [11, 25]}]",[],en,recent,2729137526,2729137526,BCRRE,bcrre,The University of Birmingham,Birmingham Centre for Railway Research and Education @unibirmingham and @UKRRIN Centre of Excellence in Digital Systems.,http://t.co/IFOZM0uf7X,"[{'url': 'http://t.co/IFOZM0uf7X', 'expanded_url': 'http://www.birmingham.ac.uk/research/activity/railway/index.aspx', 'display_url': 'birmingham.ac.uk/research/activ…', 'indices': [0, 22]}]",[],False,1712,690,27,Wed Aug 13 10:47:46 +0000 2014,3156,,,True,False,2410,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/613017951315329024/bCst1WUt_normal.jpg,https://pbs.twimg.com/profile_images/613017951315329024/bCst1WUt_normal.jpg,https://pbs.twimg.com/profile_banners/2729137526/1512070228,00B30C,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Wed Jan 22 10:53:29 +0000 2020,1219936115098079232,1219936115098079232,@unibirmingham @harryrutter @RoshanDoug @GretaThunberg @IPCC_CH @guardian @DonnaLFerguson Better get a statement out quick then!!,False,"[90, 129]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2199354734995497e+18,1219935473499549696,17865542.0,17865542,unibirmingham,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [0, 14]}, {'screen_name': 'harryrutter', 'name': 'Harry Rutter', 'id': 52778770, 'id_str': '52778770', 'indices': [15, 27]}, {'screen_name': 'RoshanDoug', 'name': 'Roshan Doug', 'id': 3071872208, 'id_str': '3071872208', 'indices': [28, 39]}, {'screen_name': 'GretaThunberg', 'name': 'Greta Thunberg', 'id': 1006419421244678144, 'id_str': '1006419421244678144', 'indices': [40, 54]}, {'screen_name': 'IPCC_CH', 'name': 'IPCC', 'id': 192942213, 'id_str': '192942213', 'indices': [55, 63]}, {'screen_name': 'guardian', 'name': 'The Guardian', 'id': 87818409, 'id_str': '87818409', 'indices': [64, 73]}, {'screen_name': 'DonnaLFerguson', 'name': 'Donna Ferguson', 'id': 41813475, 'id_str': '41813475', 'indices': [74, 89]}]",[],en,recent,904171123,904171123,Steven Cummins,stevencjcummins,London,"Population health scientist, geographer. Co-Director @PHILabLSHTM, GAC Member @Movember, Governor @JBPrimary #NCDs #Prevention #Cities #Lax #Running #PopCulture",https://t.co/Y62YBwdGR3,"[{'url': 'https://t.co/Y62YBwdGR3', 'expanded_url': 'http://www.lshtm.ac.uk/aboutus/people/cummins.steven', 'display_url': 'lshtm.ac.uk/aboutus/people…', 'indices': [0, 23]}]",[],False,1479,1018,39,Thu Oct 25 15:58:55 +0000 2012,3888,,,False,False,2857,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/434012934503555073/Wbd95Vcv_normal.png,https://pbs.twimg.com/profile_images/434012934503555073/Wbd95Vcv_normal.png,https://pbs.twimg.com/profile_banners/904171123/1446758771,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Wed Jan 22 10:18:13 +0000 2020,1219927237912354816,1219927237912354816,Arrived at @unibirmingham for today’s @QAAtweets members meeting. Already scooped up the free pen and notebook set!,False,"[0, 115]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [11, 25]}, {'screen_name': 'QAAtweets', 'name': 'QAA', 'id': 141258490, 'id_str': '141258490', 'indices': [38, 48]}]",[],en,recent,346265434,346265434,Sam Booth-Malone,Sam_BM1,Newcastle upon Tyne,"Law alumnus | Work in HE | @The_AUA Member | Fan of travel, talking, music & a good book | Savoury over sweet | Views are my own!",,,[],False,492,951,11,Mon Aug 01 00:32:08 +0000 2011,1469,,,True,False,6148,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/821772611197825024/z0bka_NU_normal.jpg,https://pbs.twimg.com/profile_images/821772611197825024/z0bka_NU_normal.jpg,https://pbs.twimg.com/profile_banners/346265434/1463347931,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53b67b1d1cc81a51,https://api.twitter.com/1.1/geo/id/53b67b1d1cc81a51.json,city,Birmingham,"Birmingham, England",GB,United Kingdom,[],Polygon,"[[[-2.033651, 52.381063], [-1.74763, 52.381063], [-1.74763, 52.60687], [-2.033651, 52.60687]]]",,,,,,,,,,,
339,Wed Jan 22 09:53:07 +0000 2020,1219920922997678080,1219920922997678080,@markrustbucket @texthistory @unibirmingham @LunarSoc @watt2019 See our companion site Revolutionary Players,False,"[64, 108]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2199171811918848e+18,1219917181191884800,975905328.0,975905328,markrustbucket,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'markrustbucket', 'name': 'mark watson', 'id': 975905328, 'id_str': '975905328', 'indices': [0, 15]}, {'screen_name': 'texthistory', 'name': 'Barb Drummond', 'id': 932628559, 'id_str': '932628559', 'indices': [16, 28]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [29, 43]}, {'screen_name': 'LunarSoc', 'name': 'The Lunar Society', 'id': 301337954, 'id_str': '301337954', 'indices': [44, 53]}, {'screen_name': 'watt2019', 'name': 'James Watt 2019', 'id': 3749097208, 'id_str': '3749097208', 'indices': [54, 63]}]",[],en,recent,385936273,385936273,History WestMidlands,HistoryWM,West Midlands,"Exploring the rich and fascinating past of the historic counties of Herefordshire, Shropshire, Staffordshire, Derbyshire, Warwickshire & Worcestershire.",http://t.co/rjdpYFgoGF,"[{'url': 'http://t.co/rjdpYFgoGF', 'expanded_url': 'http://www.historywm.com', 'display_url': 'historywm.com', 'indices': [0, 22]}]",[],False,4111,2816,93,Thu Oct 06 11:53:13 +0000 2011,1178,,,True,False,6359,,False,False,False,221F20,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/3078112836/68d908d698b24f0e043fdae3c684c2ef_normal.jpeg,https://pbs.twimg.com/profile_images/3078112836/68d908d698b24f0e043fdae3c684c2ef_normal.jpeg,https://pbs.twimg.com/profile_banners/385936273/1400610774,AE7D2C,FFFFFF,DDEEF6,333333,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53b67b1d1cc81a51,https://api.twitter.com/1.1/geo/id/53b67b1d1cc81a51.json,city,Birmingham,"Birmingham, England",GB,United Kingdom,[],Polygon,"[[[-2.033651, 52.381063], [-1.74763, 52.381063], [-1.74763, 52.60687], [-2.033651, 52.60687]]]",,,,,,,,,,,
340,Wed Jan 22 09:38:25 +0000 2020,1219917222161911809,1219917222161911809,"RT @UoB_Transport: The icon stays the same, but the person tapping the tweets changes. 

Today is my first day @unibirmingham, and a busy o…",False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'UoB_Transport', 'name': 'UoB SmartMover', 'id': 1182852416, 'id_str': '1182852416', 'indices': [3, 17]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [111, 125]}]",[],en,recent,975684729856036864,975684729856036864,Community Buzz,UoBcommunity,"Birmingham, England",University of Birmingham is home to a wealth of cultural attractions and fantastic events open to community visitors. Pop onto campus today and be inspired.,https://t.co/0nKRDPfey7,"[{'url': 'https://t.co/0nKRDPfey7', 'expanded_url': 'http://birmingham.ac.uk/campus-destination', 'display_url': 'birmingham.ac.uk/campus-destina…', 'indices': [0, 23]}]",[],False,437,165,5,Mon Mar 19 10:45:41 +0000 2018,1996,,,False,False,2045,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/975686401600704512/28p1A1hm_normal.jpg,https://pbs.twimg.com/profile_images/975686401600704512/28p1A1hm_normal.jpg,https://pbs.twimg.com/profile_banners/975684729856036864/1521456787,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,Tue Jan 21 17:14:36 +0000 2020,1.2196696369685668e+18,1219669636968566786,"The icon stays the same, but the person tapping the tweets changes. 

Today is my first day @unibirmingham, and a busy one. 

Lots in store for 2020, including another uni-wide Travel Survey. Looking forward to it! 

Edward",False,"[0, 223]",[],[],"[{'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [92, 106]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1182852416.0,1182852416,UoB SmartMover,UoB_Transport,University Of Birmingham,Are you a #smartmover? We want to increase sustainable travel to and from UoB and reduce the carbon footprint of our transport services.,https://t.co/sXt0MA3HsJ,[],False,1466.0,1239.0,32.0,Fri Feb 15 14:44:21 +0000 2013,724.0,,,True,False,3532.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/942680272100839424/7wqgt_lV_normal.jpg,https://pbs.twimg.com/profile_images/942680272100839424/7wqgt_lV_normal.jpg,https://pbs.twimg.com/profile_banners/1182852416/1570807369,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,2.0,15.0,False,False,en,"[{'url': 'https://t.co/sXt0MA3HsJ', 'expanded_url': 'https://intranet.birmingham.ac.uk/has/sustainable-travel/index.aspx', 'display_url': 'intranet.birmingham.ac.uk/has/sustainabl…', 'indices': [0, 23]}]",,,,,,,,,,,,53b67b1d1cc81a51,https://api.twitter.com/1.1/geo/id/53b67b1d1cc81a51.json,city,Birmingham,"Birmingham, England",GB,United Kingdom,[],Polygon,"[[[-2.033651, 52.381063], [-1.74763, 52.381063], [-1.74763, 52.60687], [-2.033651, 52.60687]]]"
344,Wed Jan 22 06:25:47 +0000 2020,1219868746619244544,1219868746619244544,@UoB_Transport @unibirmingham Welcome Edward! So many exciting things to be done for sustainable travel @unibirmingham 🚴‍♀️🚴‍♂️ and @uhbtrust,False,"[30, 141]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2196696369685668e+18,1219669636968566786,1182852416.0,1182852416,UoB_Transport,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'UoB_Transport', 'name': 'UoB SmartMover', 'id': 1182852416, 'id_str': '1182852416', 'indices': [0, 14]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [15, 29]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [104, 118]}, {'screen_name': 'uhbtrust', 'name': 'University Hospitals Birmingham', 'id': 25067779, 'id_str': '25067779', 'indices': [132, 141]}]",[],en,recent,140594592,140594592,Dr Bartington,cllrbartington,"Oxford, England",Cllr (Witney N&E) + Cycling Champion @OxfordshireCC | Epidemiology | Public Health Consultant (Hon) | Air Quality Research | @unibirmingham @wmair_uob | 🌍🚴‍♀️,,,[],False,3072,5003,49,Wed May 05 22:47:27 +0000 2010,17402,,,True,False,8467,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1133678731694936065/GCbMa0_M_normal.jpg,https://pbs.twimg.com/profile_images/1133678731694936065/GCbMa0_M_normal.jpg,https://pbs.twimg.com/profile_banners/140594592/1579349062,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Wed Jan 22 02:25:19 +0000 2020,1219808231481999360,1219808231481999360,"@pallavipnt @ajitsingh528 @unibirmingham Odd. Clicking the link says: 
This link has expired and can no longer be used to grant free access to the article.

Click here to see if you have access to the article via your entitlements.

Error code: ATP-2",False,"[41, 250]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2198075963638866e+18,1219807596363886599,8.014252734639677e+17,801425273463967744,pallavipnt,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'pallavipnt', 'name': 'Pallavi Pant', 'id': 801425273463967744, 'id_str': '801425273463967744', 'indices': [0, 11]}, {'screen_name': 'ajitsingh528', 'name': 'Ajit Singh', 'id': 1690683775, 'id_str': '1690683775', 'indices': [12, 25]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [26, 40]}]",[],en,recent,424019065,424019065,Nipun Batra,nipun_batra,,"Assistant Professor of CS at IIT Gandhinagar
AI/Machine learning/Sensors for Sustainability

Also: Pythonista, Open Source, Smart Buildings, Data Scientist",https://t.co/ykI0U7Gste,"[{'url': 'https://t.co/ykI0U7Gste', 'expanded_url': 'https://sites.google.com/view/nipunbatra/', 'display_url': 'sites.google.com/view/nipunbatr…', 'indices': [0, 23]}]",[],False,819,852,38,Tue Nov 29 06:46:03 +0000 2011,3980,,,True,False,1226,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/844496608783884288/JF-ApYQ4_normal.jpg,https://pbs.twimg.com/profile_images/844496608783884288/JF-ApYQ4_normal.jpg,,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Tue Jan 21 23:45:57 +0000 2020,1219768123202686978,1219768123202686978,"Myself and fellow MAs conducting two excellent university chamber choirs yesterday, then conducting the University Chorus tonight, followed by a masterclass with THE Simon Carrington tomorrow? Doesn't get much better than this @unibirmingham
 #choralconducting",False,"[0, 260]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,15,False,False,en,"[{'text': 'choralconducting', 'indices': [243, 260]}]",[],"[{'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [227, 241]}]",[],en,recent,1355422195,1355422195,Harry Hextall,HarryRobHextall,Moseley,'extremely priggish' choral conducting student at the university of birmingham. baritone. drummer. he/him,,,[],False,195,291,3,Mon Apr 15 21:42:10 +0000 2013,1091,,,True,False,1584,,False,False,False,212129,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1207684779702988802/N__hD7eX_normal.jpg,https://pbs.twimg.com/profile_images/1207684779702988802/N__hD7eX_normal.jpg,https://pbs.twimg.com/profile_banners/1355422195/1576356879,06446B,FFFFFF,F8BB00,C6412E,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53b67b1d1cc81a51,https://api.twitter.com/1.1/geo/id/53b67b1d1cc81a51.json,city,Birmingham,"Birmingham, England",GB,United Kingdom,[],Polygon,"[[[-2.033651, 52.381063], [-1.74763, 52.381063], [-1.74763, 52.60687], [-2.033651, 52.60687]]]",,,,,,,,,,,
348,Tue Jan 21 23:19:56 +0000 2020,1219761574476427265,1219761574476427265,"RT @BarberConcerts: Jobs, jobs, jobs! We are on the look out for two new permanent members of our University Music and Concerts Team. Orche…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,14,0,False,False,en,[],[],"[{'screen_name': 'BarberConcerts', 'name': 'Barber Concerts', 'id': 25268972, 'id_str': '25268972', 'indices': [3, 18]}]",[],en,recent,57058231,57058231,alice ter meulen 🕷,agbtm,everywhere,"veteran multidisciplinary scientist, critical thinker, defender of democracy, budding soprano and french foodie",,,[],False,409,580,116,Wed Jul 15 16:13:15 +0000 2009,59281,,,True,False,38330,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/672207653154738177/uOrF4wk-_normal.jpg,https://pbs.twimg.com/profile_images/672207653154738177/uOrF4wk-_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Tue Jan 21 11:00:50 +0000 2020,1.2195755773609042e+18,1219575577360904192,"Jobs, jobs, jobs! We are on the look out for two new permanent members of our University Music and Concerts Team. Orchestral Projects and Planning Officer / Solo Performance Administrator- details on @unibirmingham jobs page! #artsjobs #musicjobs #artsadmin",False,"[0, 257]","[{'text': 'artsjobs', 'indices': [226, 235]}, {'text': 'musicjobs', 'indices': [236, 246]}, {'text': 'artsadmin', 'indices': [247, 257]}]",[],"[{'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [200, 214]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,25268972.0,25268972,Barber Concerts,BarberConcerts,Birmingham,The Midlands most popular chamber music venue. Free Friday lunchtime series. International evening series/Barber Opera/family concerts/Barber Gallery collabs.,https://t.co/uW5xe0JTRe,[],False,1611.0,1370.0,36.0,Thu Mar 19 10:53:34 +0000 2009,319.0,,,True,False,930.0,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/3174930336/58b8bee1ed6aa97966b44a17afc5edd5_normal.jpeg,https://pbs.twimg.com/profile_images/3174930336/58b8bee1ed6aa97966b44a17afc5edd5_normal.jpeg,https://pbs.twimg.com/profile_banners/25268972/1556894328,2FC2EF,000000,252429,666666,True,True,False,False,False,False,False,none,,,,,False,14.0,7.0,False,False,en,"[{'url': 'https://t.co/uW5xe0JTRe', 'expanded_url': 'http://www.barber.org.uk/category/concerts/', 'display_url': 'barber.org.uk/category/conce…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,
