,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
190,Sun Jan 19 15:05:19 +0000 2020,1218912325815676928,1218912325815676928,@BlackScorpio_ @UCF Wooowww. I also told them to cancel ONE book because I found it else where but they decided to cancel ALL of my remaining orders without even telling me. It’s a huge scam.,False,"[20, 191]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.218911837057622e+18,1218911837057622023,46833402.0,46833402,BlackScorpio_,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'BlackScorpio_', 'name': 'Ranada B', 'id': 46833402, 'id_str': '46833402', 'indices': [0, 14]}, {'screen_name': 'UCF', 'name': 'UCF', 'id': 18999501, 'id_str': '18999501', 'indices': [15, 19]}]",[],en,recent,454316124,454316124,🌹Jenna🌹,JennaKRose98,"Florida, USA",#UCF Elementary Education c/o 2021,,,[],False,269,396,1,Tue Jan 03 21:27:12 +0000 2012,15165,,,True,False,6927,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1198452477286395904/LtNChP-u_normal.jpg,https://pbs.twimg.com/profile_images/1198452477286395904/LtNChP-u_normal.jpg,https://pbs.twimg.com/profile_banners/454316124/1569730616,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Sun Jan 19 15:03:22 +0000 2020,1218911837057622023,1218911837057622023,@JennaKRose98 @UCF Honey I literally purchased an access code I didn’t need the bookstore refunded me in person just to still charge me for the code with my financial aid. That bookstore is full of shit,False,"[19, 202]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2154701700907377e+18,1215470170090737664,454316124.0,454316124,JennaKRose98,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'JennaKRose98', 'name': '🌹Jenna🌹', 'id': 454316124, 'id_str': '454316124', 'indices': [0, 13]}, {'screen_name': 'UCF', 'name': 'UCF', 'id': 18999501, 'id_str': '18999501', 'indices': [14, 18]}]",[],en,recent,46833402,46833402,Ranada B,BlackScorpio_,,UCF⚔️🦂,,,[],False,765,287,1,Sat Jun 13 05:21:38 +0000 2009,12269,,,True,False,31613,,False,False,False,000000,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,True,http://pbs.twimg.com/profile_images/1211482989487628288/XlGj_2Bm_normal.jpg,https://pbs.twimg.com/profile_images/1211482989487628288/XlGj_2Bm_normal.jpg,https://pbs.twimg.com/profile_banners/46833402/1557919542,FC0000,E6C533,000000,FCFC00,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Sun Jan 19 14:35:22 +0000 2020,1218904788387188739,1218904788387188739,@ucf_problems @of_ucf @UCF He never got to ride a Lime Bike before they were removed.,False,"[27, 85]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.218903797868761e+18,1218903797868761097,289287902.0,289287902,ucf_problems,,,,,False,0,6,False,False,en,[],[],"[{'screen_name': 'ucf_problems', 'name': 'ucf probs', 'id': 289287902, 'id_str': '289287902', 'indices': [0, 13]}, {'screen_name': 'of_ucf', 'name': 'University of Corruption and Fraud', 'id': 1204117883976142848, 'id_str': '1204117883976142848', 'indices': [14, 21]}, {'screen_name': 'UCF', 'name': 'UCF', 'id': 18999501, 'id_str': '18999501', 'indices': [22, 26]}]",[],en,recent,22068440,22068440,Mike,MDKnight2016,"Orlando, Florida","Mechanical Engineering Graduate of UCF, Class of 2016.",,,[],False,358,99,14,Thu Feb 26 21:56:43 +0000 2009,81898,,,True,False,62377,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1203390140305022976/R6ntA55L_normal.jpg,https://pbs.twimg.com/profile_images/1203390140305022976/R6ntA55L_normal.jpg,https://pbs.twimg.com/profile_banners/22068440/1535072364,4A913C,000000,000000,000000,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Sun Jan 19 14:31:26 +0000 2020,1218903797868761097,1218903797868761097,@of_ucf @UCF Why u so salty bruh,False,"[13, 32]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.218903145365037e+18,1218903145365037061,1.2041178839761428e+18,1204117883976142848,of_ucf,,,,,False,0,16,False,False,en,[],[],"[{'screen_name': 'of_ucf', 'name': 'University of Corruption and Fraud', 'id': 1204117883976142848, 'id_str': '1204117883976142848', 'indices': [0, 7]}, {'screen_name': 'UCF', 'name': 'UCF', 'id': 18999501, 'id_str': '18999501', 'indices': [8, 12]}]",[],en,recent,289287902,289287902,ucf probs,ucf_problems,Listen 👉🏼,UCF alum — Host of @1KnightStandUCF. Go to @KnightLibrary💥,https://t.co/cgEbGPT9of,"[{'url': 'https://t.co/cgEbGPT9of', 'expanded_url': 'http://www.oneknightstanducf.com/podcast/', 'display_url': 'oneknightstanducf.com/podcast/', 'indices': [0, 23]}]",[],False,17407,722,80,Thu Apr 28 11:19:10 +0000 2011,78166,,,True,False,19642,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1214563936235741185/6hzB9W2x_normal.jpg,https://pbs.twimg.com/profile_images/1214563936235741185/6hzB9W2x_normal.jpg,https://pbs.twimg.com/profile_banners/289287902/1546657666,D6C611,DFDFDF,F3F3F3,333333,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Sun Jan 19 14:28:50 +0000 2020,1218903145365037061,1218903145365037061,"Breaking News: @UCF is ranked #1 in the number of interim leaders: 
1. Interim president
2. Interim provost
3. Interim Vice President for Academic Affairs
4. Interim CFO
5. Interim COO
6. Interim VP for Communications
7. Interim Chief of Staff
8. Interim Chief Diversity Officer",False,"[0, 278]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,18,False,False,en,[],[],"[{'screen_name': 'UCF', 'name': 'UCF', 'id': 18999501, 'id_str': '18999501', 'indices': [15, 19]}]",[],en,recent,1204117883976142848,1204117883976142848,University of Corruption and Fraud,of_ucf,,"Bloggers. Current-former faculty, staff & students sharing information about University Corruption and Fraud (universityofcorruptionandfraud@gmail.com)",,,[],False,830,92,3,Mon Dec 09 19:17:41 +0000 2019,56,,,True,False,89,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1216330777547497472/XsmvYwSl_normal.jpg,https://pbs.twimg.com/profile_images/1216330777547497472/XsmvYwSl_normal.jpg,https://pbs.twimg.com/profile_banners/1204117883976142848/1579811750,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Sun Jan 19 14:23:11 +0000 2020,1218901722992693248,1218901722992693248,"@ThadSeymour @UCF Scary times at @ucf. 
1. Interim president
2. Interim provost
3. Interim Vice President for Academic Affairs
4. Interim CFO
5. Interim COO
6. Interim VP for Communications
7. Interim Chief of Staff
8. Interim Chief Diversity Officer",False,"[18, 250]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2185707577243648e+18,1218570757724364803,256726086.0,256726086,ThadSeymour,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'ThadSeymour', 'name': 'Thad Seymour', 'id': 256726086, 'id_str': '256726086', 'indices': [0, 12]}, {'screen_name': 'UCF', 'name': 'UCF', 'id': 18999501, 'id_str': '18999501', 'indices': [13, 17]}, {'screen_name': 'UCF', 'name': 'UCF', 'id': 18999501, 'id_str': '18999501', 'indices': [33, 37]}]",[],en,recent,1204117883976142848,1204117883976142848,University of Corruption and Fraud,of_ucf,,"Bloggers. Current-former faculty, staff & students sharing information about University Corruption and Fraud (universityofcorruptionandfraud@gmail.com)",,,[],False,830,92,3,Mon Dec 09 19:17:41 +0000 2019,56,,,True,False,89,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1216330777547497472/XsmvYwSl_normal.jpg,https://pbs.twimg.com/profile_images/1216330777547497472/XsmvYwSl_normal.jpg,https://pbs.twimg.com/profile_banners/1204117883976142848/1579811750,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Sun Jan 19 12:49:25 +0000 2020,1218878127654539264,1218878127654539264,@MacInActionOCPS @UCF_MBB @UCF It was a great addition to our patio. #ChargeOn!,False,"[31, 79]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.218659577526354e+18,1218659577526353920,1.092239646992597e+18,1092239646992596992,MacInActionOCPS,,,,,False,0,1,False,False,en,"[{'text': 'ChargeOn', 'indices': [69, 78]}]",[],"[{'screen_name': 'MacInActionOCPS', 'name': 'Justin MacDonald', 'id': 1092239646992596992, 'id_str': '1092239646992596992', 'indices': [0, 16]}, {'screen_name': 'UCF_MBB', 'name': 'UCF Men’s Hoops', 'id': 30225219, 'id_str': '30225219', 'indices': [17, 25]}, {'screen_name': 'UCF', 'name': 'UCF', 'id': 18999501, 'id_str': '18999501', 'indices': [26, 30]}]",[],en,recent,17527734,17527734,UCF Alumni,UCFALUMNI,"Orlando, FL","We are a community of more than 300,000 strong; a group of people who have a UCF experience, who care about the university and want to stay connected. #UCFGrad",https://t.co/M99g3EGxfT,"[{'url': 'https://t.co/M99g3EGxfT', 'expanded_url': 'http://www.ucfalumni.com', 'display_url': 'ucfalumni.com', 'indices': [0, 23]}]",[],False,15287,2931,213,Fri Nov 21 01:02:43 +0000 2008,6429,,,True,True,8869,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme19/bg.gif,https://abs.twimg.com/images/themes/theme19/bg.gif,False,http://pbs.twimg.com/profile_images/913773773135994880/9mie-Et-_normal.jpg,https://pbs.twimg.com/profile_images/913773773135994880/9mie-Et-_normal.jpg,https://pbs.twimg.com/profile_banners/17527734/1575475053,FAB81E,996600,000000,FFFFFF,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Sun Jan 19 01:38:31 +0000 2020,1218709286689427456,1218709286689427456,"RT @UCF: Hey Knights... 
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
Have a restful 3⃣ day weekend. That's it. That's the tweet.",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,38,0,False,False,en,[],[],"[{'screen_name': 'UCF', 'name': 'UCF', 'id': 18999501, 'id_str': '18999501', 'indices': [3, 7]}]",[],en,recent,550530939,550530939,AIDAN 🎀,_TheRealNadia_,"Orlando, FL",MIA🌴| UCF ⚔️✨|🇭🇹🇧🇸 |NAACP ⚖️,,,[],False,1173,904,2,Tue Apr 10 21:10:19 +0000 2012,9339,,,True,False,20503,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1220152857418260480/-BleNYLT_normal.jpg,https://pbs.twimg.com/profile_images/1220152857418260480/-BleNYLT_normal.jpg,https://pbs.twimg.com/profile_banners/550530939/1578716292,9266CC,000000,DDEEF6,333333,True,True,False,False,False,False,False,none,Fri Jan 17 21:50:05 +0000 2020,1.218289411667837e+18,1218289411667836928,"Hey Knights... 
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
Have a restful 3⃣ day weekend. That's it. That's the tweet.",False,"[0, 131]",[],[],[],[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,18999501.0,18999501,UCF,UCF,"Orlando, Florida","University of Central Florida. Committed to student success, @UCFALUMNI, innovation and faculty excellence. Go @UCFKnights. #ChargeOn | https://t.co/PpKaO1mUOF",https://t.co/T4HPl8hPpv,"[{'url': 'https://t.co/PpKaO1mUOF', 'expanded_url': 'http://instagram.com/ucf.edu', 'display_url': 'instagram.com/ucf.edu', 'indices': [136, 159]}]",False,178376.0,1217.0,780.0,Wed Jan 14 22:34:41 +0000 2009,32879.0,,,True,True,24460.0,,False,False,False,FFCC00,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/462235833274073088/2Mo_aqES_normal.png,https://pbs.twimg.com/profile_images/462235833274073088/2Mo_aqES_normal.png,https://pbs.twimg.com/profile_banners/18999501/1578087821,FFC904,FFFFFF,CCCCCC,333333,False,True,False,False,False,False,False,none,,,,,False,38.0,383.0,False,False,en,"[{'url': 'https://t.co/T4HPl8hPpv', 'expanded_url': 'http://www.ucf.edu', 'display_url': 'ucf.edu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
207,Sun Jan 19 01:03:26 +0000 2020,1218700459004907523,1218700459004907523,RT @fqucf: 9 straight! Ties the longest win streak between the men's basketball team at @ucf and the cows,False,"[0, 105]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'fqucf', 'name': 'Fifth Quarter UCF', 'id': 1217212588150476800, 'id_str': '1217212588150476800', 'indices': [3, 9]}, {'screen_name': 'UCF', 'name': 'UCF', 'id': 18999501, 'id_str': '18999501', 'indices': [88, 92]}]",[],en,recent,22068440,22068440,Mike,MDKnight2016,"Orlando, Florida","Mechanical Engineering Graduate of UCF, Class of 2016.",,,[],False,358,99,14,Thu Feb 26 21:56:43 +0000 2009,81898,,,True,False,62377,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1203390140305022976/R6ntA55L_normal.jpg,https://pbs.twimg.com/profile_images/1203390140305022976/R6ntA55L_normal.jpg,https://pbs.twimg.com/profile_banners/22068440/1535072364,4A913C,000000,000000,000000,True,False,False,False,False,False,False,none,Sun Jan 19 01:03:15 +0000 2020,1.2187004133036933e+18,1218700413303693312,9 straight! Ties the longest win streak between the men's basketball team at @ucf and the cows,False,"[0, 94]",[],[],"[{'screen_name': 'UCF', 'name': 'UCF', 'id': 18999501, 'id_str': '18999501', 'indices': [77, 81]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.2172125881504768e+18,1217212588150476800,Fifth Quarter UCF,fqucf,The Bounce House,@FifthQuartercfb Account for your UCF Knights #GKCO ⚔️⚡➡️ https://t.co/crwl3hzpFu,https://t.co/I3ZoaflWj2,"[{'url': 'https://t.co/crwl3hzpFu', 'expanded_url': 'http://tampashometownteam.com', 'display_url': 'tampashometownteam.com', 'indices': [58, 81]}]",False,131.0,162.0,1.0,Tue Jan 14 22:31:27 +0000 2020,677.0,,,False,False,425.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1217213329619460097/voySE-Gd_normal.jpg,https://pbs.twimg.com/profile_images/1217213329619460097/voySE-Gd_normal.jpg,https://pbs.twimg.com/profile_banners/1217212588150476800/1579045868,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,1.0,3.0,False,False,en,"[{'url': 'https://t.co/I3ZoaflWj2', 'expanded_url': 'http://fifthquarter.net', 'display_url': 'fifthquarter.net', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
208,Sun Jan 19 01:03:15 +0000 2020,1218700413303693312,1218700413303693312,9 straight! Ties the longest win streak between the men's basketball team at @ucf and the cows,False,"[0, 94]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,3,False,False,en,[],[],"[{'screen_name': 'UCF', 'name': 'UCF', 'id': 18999501, 'id_str': '18999501', 'indices': [77, 81]}]",[],en,recent,1217212588150476800,1217212588150476800,Fifth Quarter UCF,fqucf,The Bounce House,@FifthQuartercfb Account for your UCF Knights #GKCO ⚔️⚡➡️ https://t.co/crwl3hzpFu,https://t.co/I3ZoaflWj2,"[{'url': 'https://t.co/I3ZoaflWj2', 'expanded_url': 'http://fifthquarter.net', 'display_url': 'fifthquarter.net', 'indices': [0, 23]}]","[{'url': 'https://t.co/crwl3hzpFu', 'expanded_url': 'http://tampashometownteam.com', 'display_url': 'tampashometownteam.com', 'indices': [58, 81]}]",False,131,162,1,Tue Jan 14 22:31:27 +0000 2020,677,,,False,False,425,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1217213329619460097/voySE-Gd_normal.jpg,https://pbs.twimg.com/profile_images/1217213329619460097/voySE-Gd_normal.jpg,https://pbs.twimg.com/profile_banners/1217212588150476800/1579045868,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Sat Jan 18 21:16:50 +0000 2020,1218643433444839425,1218643433444839425,"RT @UCF: Hey Knights... 
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
Have a restful 3⃣ day weekend. That's it. That's the tweet.",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,38,0,False,False,en,[],[],"[{'screen_name': 'UCF', 'name': 'UCF', 'id': 18999501, 'id_str': '18999501', 'indices': [3, 7]}]",[],en,recent,984425328000020480,984425328000020480,UCF CLASS OF 2022,UCF2022,"Orlando, FL",Not Affiliated with UCF. Official Twitter Page of the incoming UCF Class of 2022. Owned and Administered by a Fellow Knight. #UCF22 #UCF2022 #NattyChamps,,,[],False,191,116,0,Thu Apr 12 13:37:42 +0000 2018,864,,,False,False,701,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/984427921225011200/p8QaAOB-_normal.jpg,https://pbs.twimg.com/profile_images/984427921225011200/p8QaAOB-_normal.jpg,https://pbs.twimg.com/profile_banners/984425328000020480/1523540904,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Fri Jan 17 21:50:05 +0000 2020,1.218289411667837e+18,1218289411667836928,"Hey Knights... 
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
Have a restful 3⃣ day weekend. That's it. That's the tweet.",False,"[0, 131]",[],[],[],[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,18999501.0,18999501,UCF,UCF,"Orlando, Florida","University of Central Florida. Committed to student success, @UCFALUMNI, innovation and faculty excellence. Go @UCFKnights. #ChargeOn | https://t.co/PpKaO1mUOF",https://t.co/T4HPl8hPpv,"[{'url': 'https://t.co/PpKaO1mUOF', 'expanded_url': 'http://instagram.com/ucf.edu', 'display_url': 'instagram.com/ucf.edu', 'indices': [136, 159]}]",False,178376.0,1217.0,780.0,Wed Jan 14 22:34:41 +0000 2009,32879.0,,,True,True,24460.0,,False,False,False,FFCC00,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/462235833274073088/2Mo_aqES_normal.png,https://pbs.twimg.com/profile_images/462235833274073088/2Mo_aqES_normal.png,https://pbs.twimg.com/profile_banners/18999501/1578087821,FFC904,FFFFFF,CCCCCC,333333,False,True,False,False,False,False,False,none,,,,,False,38.0,383.0,False,False,en,"[{'url': 'https://t.co/T4HPl8hPpv', 'expanded_url': 'http://www.ucf.edu', 'display_url': 'ucf.edu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
216,Sat Jan 18 21:16:21 +0000 2020,1218643313697357826,1218643313697357826,RT @UCF: ICYMI: @UCF_Football finished in the final AP Top-25 for the 3️⃣rd season in a row 👇,False,"[0, 93]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,10,0,False,False,en,[],[],"[{'screen_name': 'UCF', 'name': 'UCF', 'id': 18999501, 'id_str': '18999501', 'indices': [3, 7]}, {'screen_name': 'UCF_Football', 'name': 'UCF Football', 'id': 30282826, 'id_str': '30282826', 'indices': [16, 29]}]",[],en,recent,1126287307114450944,1126287307114450944,UCF CLASS OF 2023,OfUcf,"Orlando, FL",Official Twitter Page of the UCF CLASS OF 2023! Owned and Administered by a Fellow Knight⚡️ GO KNIGHTS; CHARGE ON,,,[],False,83,105,0,Thu May 09 00:46:34 +0000 2019,391,,,False,False,295,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1126288526016962562/dalULDXk_normal.jpg,https://pbs.twimg.com/profile_images/1126288526016962562/dalULDXk_normal.jpg,https://pbs.twimg.com/profile_banners/1126287307114450944/1557363845,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,Sat Jan 18 15:32:00 +0000 2020,1.2185566523681382e+18,1218556652368138241,ICYMI: @UCF_Football finished in the final AP Top-25 for the 3️⃣rd season in a row 👇,False,"[0, 84]",[],[],"[{'screen_name': 'UCF_Football', 'name': 'UCF Football', 'id': 30282826, 'id_str': '30282826', 'indices': [7, 20]}]",[],en,recent,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,,,,,18999501.0,18999501,UCF,UCF,"Orlando, Florida","University of Central Florida. Committed to student success, @UCFALUMNI, innovation and faculty excellence. Go @UCFKnights. #ChargeOn | https://t.co/PpKaO1mUOF",https://t.co/T4HPl8hPpv,"[{'url': 'https://t.co/PpKaO1mUOF', 'expanded_url': 'http://instagram.com/ucf.edu', 'display_url': 'instagram.com/ucf.edu', 'indices': [136, 159]}]",False,178376.0,1217.0,780.0,Wed Jan 14 22:34:41 +0000 2009,32879.0,,,True,True,24460.0,,False,False,False,FFCC00,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/462235833274073088/2Mo_aqES_normal.png,https://pbs.twimg.com/profile_images/462235833274073088/2Mo_aqES_normal.png,https://pbs.twimg.com/profile_banners/18999501/1578087821,FFC904,FFFFFF,CCCCCC,333333,False,True,False,False,False,False,False,none,,,,,False,10.0,132.0,False,False,en,"[{'url': 'https://t.co/T4HPl8hPpv', 'expanded_url': 'http://www.ucf.edu', 'display_url': 'ucf.edu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
